id,width,depth,height,weight,volume
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
379597432067.0,370.0,360.0,620.0,0.2447753451994474,82584000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
819605605564.0,400.0,330.0,520.0,3.5325927394660503,68640000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
357168783677.0,500.0,460.0,500.0,1.215178687205806,105800000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
512208808805.0,670.0,390.0,670.0,87.58049804060134,122811000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
422279191077.0,530.0,290.0,700.0,14.684576783861916,107590000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
640295547896.0,480.0,400.0,700.0,19.358738775801708,134400000.0
